measure,location,sex,age,cause,metric,val
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Nutritional deficiencies,Percent,0.036461326
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Nutritional deficiencies,Rate,5022.005232
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Nutritional deficiencies,Rate,4179.22696
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Nutritional deficiencies,Number,14323.59709
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Nutritional deficiencies,Number,28241.48027
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Nutritional deficiencies,Percent,0.011668663
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Nutritional deficiencies,Percent,0.026930089
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Nutritional deficiencies,Rate,346.029101
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Nutritional deficiencies,Rate,678.6910628
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Nutritional deficiencies,Number,5482.163311
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Nutritional deficiencies,Number,4849.696918
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Nutritional deficiencies,Percent,0.009112407
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Nutritional deficiencies,Percent,0.011745996
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Nutritional deficiencies,Rate,1296.772022
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Nutritional deficiencies,Rate,1283.757242
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Protein-energy malnutrition,Number,38742.77848
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Protein-energy malnutrition,Number,32890.55472
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Protein-energy malnutrition,Percent,0.02603905
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Protein-energy malnutrition,Percent,0.026644915
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Protein-energy malnutrition,Rate,3568.097255
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Protein-energy malnutrition,Rate,3060.793329
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Protein-energy malnutrition,Number,7429.001794
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Protein-energy malnutrition,Number,6217.858238
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.006052835
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.005959452
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Protein-energy malnutrition,Rate,179.46964
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Protein-energy malnutrition,Rate,149.4257658
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Protein-energy malnutrition,Number,4160.517722
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Protein-energy malnutrition,Number,2692.714365
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Protein-energy malnutrition,Percent,0.006910857
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Protein-energy malnutrition,Percent,0.006516211
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Protein-energy malnutrition,Rate,984.1448847
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Protein-energy malnutrition,Rate,712.7850721
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,1927656.526
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,1547090.26
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.805443785
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.793000124
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,238778.3789
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,204903.2502
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,489728.4065
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,515481.6832
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.422936432
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.502912054
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,16342.40198
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,16522.02909
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,224054.2856
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,134474.4755
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.389538864
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.368031671
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,67473.58859
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,46265.1716
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,606132.8829
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,497119.8511
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.786527069
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.77346233
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,68227.79723
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,57800.16952
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,395132.2839
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,415166.5371
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.338986591
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.372464323
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,9212.693336
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,9183.682527
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,213421.7445
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,177713.6614
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.337536116
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.279008643
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,47774.88766
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,29097.97347
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Other infectious diseases,Number,35570.83784
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Other infectious diseases,Number,26563.06623
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Other infectious diseases,Percent,0.046107845
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Other infectious diseases,Percent,0.041322839
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Other infectious diseases,Rate,4003.940356
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Other infectious diseases,Rate,3088.490085
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Other infectious diseases,Number,22353.43579
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Other infectious diseases,Number,16971.54949
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Other infectious diseases,Percent,0.019118007
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Other infectious diseases,Percent,0.015177837
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Other infectious diseases,Rate,521.1807724
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Other infectious diseases,Rate,375.4187983
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Other infectious diseases,Number,5064.318283
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Other infectious diseases,Number,5336.442693
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Other infectious diseases,Percent,0.007972193
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Other infectious diseases,Percent,0.008334232
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Other infectious diseases,Rate,1133.657855
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Other infectious diseases,Rate,873.7632586
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Measles,Number,3858.279075
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Measles,Number,2907.437297
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Measles,Percent,0.0049878
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Measles,Percent,0.004508479
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Measles,Rate,434.297313
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Measles,Rate,338.0479944
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Measles,Number,131.8789469
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Measles,Number,101.55491
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Measles,Percent,0.000112863
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Measles,Percent,9.1e-05
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Measles,Rate,3.074819103
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Measles,Rate,2.24644322
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Measles,Number,1.154531278
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Measles,Number,0.900445892
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Measles,Percent,1.81e-06
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Measles,Percent,1.4e-06
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Measles,Rate,0.258444154
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Measles,Rate,0.147434645
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Neglected tropical diseases and malaria,Number,82060.25756
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Neglected tropical diseases and malaria,Number,81650.40724
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Neglected tropical diseases and malaria,Percent,0.106506736
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Neglected tropical diseases and malaria,Percent,0.127116787
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Neglected tropical diseases and malaria,Rate,9236.902949
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Neglected tropical diseases and malaria,Rate,9493.500148
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Neglected tropical diseases and malaria,Number,37057.12051
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Neglected tropical diseases and malaria,Number,29796.7356
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.031683971
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.026642343
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Neglected tropical diseases and malaria,Rate,864.0040337
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Neglected tropical diseases and malaria,Rate,659.1180542
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Neglected tropical diseases and malaria,Number,8486.500809
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Neglected tropical diseases and malaria,Number,8878.44075
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Neglected tropical diseases and malaria,Percent,0.013358169
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Neglected tropical diseases and malaria,Percent,0.013869457
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Neglected tropical diseases and malaria,Rate,1899.720311
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Neglected tropical diseases and malaria,Rate,1453.712851
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Measles,Number,14104.99364
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Measles,Number,11620.51811
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Measles,Percent,0.009446735
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Measles,Percent,0.009370646
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Measles,Rate,1299.028904
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Measles,Rate,1081.404817
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Measles,Number,745.7387959
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Measles,Number,1028.15207
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Measles,Percent,0.000608947
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Measles,Percent,0.000987051
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Measles,Rate,18.01553922
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Measles,Rate,24.70825235
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Measles,Number,5.461656226
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Measles,Number,3.171183774
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Measles,Percent,9.06e-06
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Measles,Percent,7.66e-06
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Measles,Rate,1.291921197
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Measles,Rate,0.839440115
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Neglected tropical diseases and malaria,Number,484574.9818
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Neglected tropical diseases and malaria,Number,428079.1161
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Neglected tropical diseases and malaria,Percent,0.3221086
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Neglected tropical diseases and malaria,Percent,0.34259222
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Neglected tropical diseases and malaria,Rate,44627.94695
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Neglected tropical diseases and malaria,Rate,39837.02051
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Neglected tropical diseases and malaria,Number,92436.18649
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Neglected tropical diseases and malaria,Number,72845.51072
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.075093644
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.06948021
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Neglected tropical diseases and malaria,Rate,2233.071087
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Neglected tropical diseases and malaria,Rate,1750.602186
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Neglected tropical diseases and malaria,Number,20932.2377
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Neglected tropical diseases and malaria,Number,17729.01347
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Neglected tropical diseases and malaria,Percent,0.034713093
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Neglected tropical diseases and malaria,Percent,0.042795881
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Neglected tropical diseases and malaria,Rate,4951.392119
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Neglected tropical diseases and malaria,Rate,4693.025115
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Other infectious diseases,Number,119229.2948
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Other infectious diseases,Number,99461.52209
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Other infectious diseases,Percent,0.049910242
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Other infectious diseases,Percent,0.050959353
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Other infectious diseases,Rate,14768.90584
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Other infectious diseases,Rate,13173.10934
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Other infectious diseases,Number,30746.53005
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Other infectious diseases,Number,25286.20605
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Other infectious diseases,Percent,0.026505793
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Other infectious diseases,Percent,0.024667628
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Other infectious diseases,Rate,1026.02207
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Other infectious diseases,Rate,810.4641647
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Other infectious diseases,Number,7145.961007
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Other infectious diseases,Number,4757.245634
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Other infectious diseases,Percent,0.012362626
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Other infectious diseases,Percent,0.012971722
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Other infectious diseases,Rate,2151.994691
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Other infectious diseases,Rate,1636.703061
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,1299270.765
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,1082349.452
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.86962322
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.872058155
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,119659.0599
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,100723.3842
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,469562.899
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,443597.6297
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.383008182
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.424532909
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,11343.6888
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,10660.40958
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,217423.2451
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,131998.3301
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.362241477
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.319942748
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,51430.13173
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,34941.11386
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Non-communicable diseases,Number,478931.8916
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Non-communicable diseases,Number,496345.9816
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Non-communicable diseases,Percent,0.390123203
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Non-communicable diseases,Percent,0.473839059
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Non-communicable diseases,Rate,11570.02469
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Non-communicable diseases,Rate,11928.04267
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Non-communicable diseases,Number,307548.8915
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Non-communicable diseases,Number,248071.9807
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Non-communicable diseases,Percent,0.51124191
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Non-communicable diseases,Percent,0.600319684
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Non-communicable diseases,Rate,72748.79922
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Non-communicable diseases,Rate,65666.82562
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Non-communicable diseases,Number,804896.2644
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Non-communicable diseases,Number,782974.0853
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Non-communicable diseases,Percent,0.164323065
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Non-communicable diseases,Percent,0.184488768
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Non-communicable diseases,Rate,18035.14616
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Non-communicable diseases,Rate,17862.94035
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Non-communicable diseases,Number,2045858.333
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Non-communicable diseases,Number,2378952.661
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Non-communicable diseases,Percent,0.400331352
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Non-communicable diseases,Percent,0.449027283
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Non-communicable diseases,Rate,11455.72058
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Non-communicable diseases,Rate,12229.05623
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Non-communicable diseases,Number,1408147.456
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Non-communicable diseases,Number,1384357.407
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Non-communicable diseases,Percent,0.499899481
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Non-communicable diseases,Percent,0.597741505
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Non-communicable diseases,Rate,70419.1993
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Non-communicable diseases,Rate,65222.43587
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Non-communicable diseases,Number,152049.4795
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Non-communicable diseases,Number,127455.5892
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Non-communicable diseases,Percent,0.101959868
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Non-communicable diseases,Percent,0.10315523
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Non-communicable diseases,Rate,14003.31499
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Non-communicable diseases,Rate,11861.01057
